Date,Open,High,Low,Close,Volume
03/01/2000,222.5,223.5500030517578,219.82000732421875,222.77000427246094,37498225
04/01/2000,221.4550018310547,223.08999633789062,217.88999938964844,222.66000366210938,44587072
05/01/2000,218.9199981689453,221.47999572753906,216.72999572753906,220.11000061035156,51591033
06/01/2000,220.82000732421875,221.27000427246094,216.7100067138672,220.91000366210938,67179965
07/01/2000,223.9499969482422,225.24000549316406,219.77000427246094,220.82000732421875,48423011
10/01/2000,221.625,225.47999572753906,221.52000427246094,222.3800048828125,36615398
11/01/2000,221.66000366210938,221.77999877929688,217.47999572753906,220.85000610351562,43840196
12/01/2000,228.5500030517578,229,221.1699981689453,222.77000427246094,50190574
13/01/2000,230.19000244140625,230.39999389648438,227.47999572753906,229,52990770
14/01/2000,230.10000610351562,232.9199981689453,228.8800048828125,229.7899932861328,51906297
18/01/2000,227.9199981689453,229.86000061035156,225.67999267578125,226.49000549316406,38052167
19/01/2000,225.9949951171875,228.85000610351562,224.88999938964844,228.02999877929688,35934559
20/01/2000,226.75999450683594,227.27999877929688,223.89100646972656,227.17999267578125,30602208
21/01/2000,225.65899658203125,228.22000122070312,224.3300018310547,226.83999633789062,38677250
24/01/2000,227.7899932861328,228.33999633789062,223.89999389648438,224.52999877929688,43695321
25/01/2000,226.52000427246094,227.97999572753906,225.0500030517578,226.39999389648438,34765480
26/01/2000,225.77000427246094,227.1699981689453,225.4499969482422,226.50999450683594,30299033
27/01/2000,225.72000122070312,225.99000549316406,223.0399932861328,225.88999938964844,40687813
28/01/2000,223.9199981689453,226.82699584960938,223.64999389648438,226.0500030517578,44340240
31/01/2000,224.60000610351562,225.35000610351562,222.75999450683594,224.72000122070312,46414013
01/02/2000,220.57000732421875,223.02999877929688,219.6999969482422,221.72000122070312,41960574
02/02/2000,219.00999450683594,221.88999938964844,219.00999450683594,221.27000427246094,44155331
03/02/2000,216.07000732421875,219.50999450683594,215.60000610351562,217.52999877929688,38028092
04/02/2000,212.10000610351562,216.77999877929688,211.97000122070312,216.24000549316406,42201646
07/02/2000,213.11000061035156,214.1999969482422,208.8300018310547,213.30999755859375,47161149
08/02/2000,206.89999389648438,213.63999938964844,206.38999938964844,209.82000732421875,63516417
09/02/2000,205.3000030517578,209.99000549316406,201.07000732421875,207.22999572753906,69660488
10/02/2000,199.08999633789062,213.5,196,209.27000427246094,119548589
11/02/2000,219.14999389648438,225.60000610351562,217.7100067138672,219.86000061035156,105568560
14/02/2000,224.3699951171875,224.47999572753906,217.02000427246094,218.36000061035156,62500996
15/02/2000,221.44000244140625,223.82000732421875,220.6300048828125,222.0800018310547,50036262
16/02/2000,219.19000244140625,220.3249969482422,216.1199951171875,218.8000030517578,41643840
17/02/2000,216.9600067138672,219.3000030517578,215.75,218.24000549316406,36311778
18/02/2000,218.6999969482422,219.49000549316406,216.00999450683594,217.9600067138672,41601345
22/02/2000,218.92999267578125,220.85000610351562,214.6199951171875,217.49000549316406,51391199
23/02/2000,224,224.8000030517578,217.1300048828125,218.5399932861328,61777576
24/02/2000,224.36500549316406,226.94000244140625,222.67999267578125,225.00999450683594,39960260
25/02/2000,227.00999450683594,227.77999877929688,223.08999633789062,223.9600067138672,48201835
28/02/2000,224.82000732421875,226.8000030517578,223.27499389648438,224.30999755859375,49151453
29/02/2000,230.27999877929688,230.44000244140625,222.27000427246094,224.17999267578125,66034585
01/03/2000,229.4499969482422,231.4600067138672,226.63999938964844,228.8800048828125,57345884
02/03/2000,235,236.27000427246094,232.3300018310547,234.82000732421875,43234278
03/03/2000,236.47999572753906,237.22999572753906,233.08999633789062,234.39999389648438,62631252
06/03/2000,228.9199981689453,232.63999938964844,228.67999267578125,230.5399932861328,53046527
07/03/2000,231.38999938964844,232.38999938964844,225.77000427246094,227.57000732421875,64710617
08/03/2000,229.3000030517578,233.0800018310547,229.25,232.97999572753906,62627687
09/03/2000,227.92999267578125,229.39999389648438,226.3719940185547,228.67999267578125,48169822
10/03/2000,227.08999633789062,227.85000610351562,223.25,227.82000732421875,59085861
13/03/2000,221.64999389648438,226.4499969482422,221.64999389648438,226.33999633789062,60412408
14/03/2000,220,221.5500030517578,219.02999877929688,221.5500030517578,37369801
15/03/2000,216.14999389648438,220.3800048828125,215.10000610351562,220.27000427246094,58046178
16/03/2000,212.08999633789062,217.50999450683594,211.9199981689453,216.75,60402929
17/03/2000,215.77000427246094,216.07000732421875,210.3000030517578,210.6199951171875,82542718
20/03/2000,214.69000244140625,215.74000549316406,212.35000610351562,214.10000610351562,49772707
21/03/2000,211.5,214.86000061035156,210.63999938964844,213.25,66213186
22/03/2000,209.14999389648438,211.3800048828125,208.61000061035156,209.07000732421875,56713868
23/03/2000,207.6999969482422,212.69000244140625,206.58999633789062,208.13999938964844,26962557
24/03/2000,210.38999938964844,211.88999938964844,207.11000061035156,207.49000549316406,246421353
27/03/2000,213.92999267578125,214.24000549316406,208.85000610351562,209.67999267578125,86172451
28/03/2000,217.58999633789062,218.6300048828125,213,214.2899932861328,79943254
29/03/2000,213.3699951171875,218.9499969482422,212.72000122070312,216.6699981689453,93728300
30/03/2000,213.85000610351562,215.1699981689453,211.3000030517578,212.49000549316406,70122748
31/03/2000,214.74000549316406,216.75,211.60000610351562,214.24000549316406,97862729
03/04/2000,207.3699951171875,220.1999969482422,206.89999389648438,213.07000732421875,198134293
04/04/2000,193.64999389648438,207.16000366210938,193.6300048828125,207.14999389648438,172373296
05/04/2000,196.89999389648438,197.3000030517578,192.14999389648438,193.1199951171875,97262077
06/04/2000,194.64999389648438,196.94000244140625,194.13999938964844,196.88999938964844,53103912
07/04/2000,195.68499755859375,196.5,194.1699981689453,194.47999572753906,41181753
10/04/2000,195.39999389648438,196.89999389648438,194.8699951171875,195.8699951171875,54156785
11/04/2000,194.63499450683594,195.32000732421875,193.03399658203125,194.35000610351562,47471445
12/04/2000,192.89999389648438,194.99000549316406,192.52000427246094,194.02999877929688,50080539
13/04/2000,191.44000244140625,192.57000732421875,189.91000366210938,192.25,75158277
14/04/2000,190.75999450683594,192.17999267578125,190.6300048828125,191.2899932861328,49947941
17/04/2000,189.61000061035156,192.2469940185547,189.50999450683594,190.2899932861328,53068016
18/04/2000,191.50999450683594,193,189.10000610351562,189.99000549316406,52280051
19/04/2000,188.82000732421875,190.5800018310547,188.0399932861328,189.97999572753906,36326975
20/04/2000,190.97999572753906,191,186.625,186.8800048828125,51005924
24/04/2000,192.26499938964844,192.822998,190.27000427246094,190.89999389648438,34648547
25/04/2000,191.08999633789062,192.72999572753906,190.9199981689453,192.35000610351562,42309401
26/04/2000,189.3249969482422,191.9199981689453,189.00999450683594,191.0399932861328,44361275
27/04/2000,189.50999450683594,190.80999755859375,189.17999267578125,189.8699951171875,41282925
28/04/2000,190.47000122070312,191.09500122070312,189.66000366210938,189.83999633789062,52845230
01/05/2000,187.91000366210938,190.64999389648438,187.3699951171875,189.72000122070312,70399988
02/05/2000,187.50999450683594,188.3000030517578,186.2899932861328,187.42999267578125,52393619
03/05/2000,185.43499755859375,187.10000610351562,184.6199951171875,186.27999877929688,72044809
04/05/2000,184.89999389648438,185.08999633789062,182.1300048828125,183.0500030517578,50759496
05/05/2000,182.55999755859375,184.66000366210938,182.11000061035156,184.57000732421875,48982972
08/05/2000,182.85000610351562,183.07000732421875,181.4499969482422,182.74000549316406,45057087
09/05/2000,183.4499969482422,184.89999389648438,181.32000732421875,182.39999389648438,77305771
10/05/2000,182.3540039,184.1999969482422,180.4199981689453,181.7100067138672,78569667
11/05/2000,186.64500427246094,187,182.66000366210938,183.3800048828125,163224109
12/05/2000,172.50999450683594,173.4149932861328,170.88999938964844,173.02999877929688,94214915
15/05/2000,169.5800018310547,172.7050018310547,169.11000061035156,169.3000030517578,50383147
16/05/2000,173.3300018310547,174.99000549316406,170,170.3300018310547,65934776
17/05/2000,173.3699951171875,176.02999877929688,173.10000610351562,173.5,68169419
18/05/2000,169.8800048828125,171.33999633789062,169.17999267578125,169.3000030517578,44838354
19/05/2000,169.52499389648438,170.61000061035156,168.1510009765625,169.88999938964844,50558329
22/05/2000,166.5399932861328,169.3000030517578,166.2100067138672,169.02000427246094,48251835
23/05/2000,165.35000610351562,167.0500030517578,164.9199981689453,166.89999389648438,49537761
24/05/2000,165.51499938964844,167.25999450683594,164.77000427246094,165.83999633789062,48116443
25/05/2000,166.2100067138672,166.39999389648438,164.0749969482422,165,68149377
26/05/2000,168.02999877929688,168.63999938964844,166.5500030517578,167.0399932861328,43122903
30/05/2000,169.61000061035156,170.64999389648438,168,168,50901210
31/05/2000,171.75,173.75999450683594,168.27000427246094,169.3800048828125,73711235
01/06/2000,175.36000061035156,176.6300048828125,172.5,172.69000244140625,73531773
02/06/2000,174.25999450683594,178.36000061035156,174.2100067138672,176.5500030517578,101670886
05/06/2000,168.33999633789062,175.4600067138672,168.16000366210938,175.0399932861328,91070275
06/06/2000,168.8000030517578,169.08999633789062,167.11000061035156,167.77999877929688,49709336
07/06/2000,168.6999969482422,170.0800018310547,168.35000610351562,169.6699981689453,42451209
08/06/2000,169.02999877929688,169.1999969482422,168.24000549316406,168.4499969482422,37425513
09/06/2000,169.58999633789062,170.38999938964844,168.9499969482422,169.5800018310547,42104826
12/06/2000,170.2899932861328,171.9199981689453,168.82000732421875,168.82000732421875,53704386
13/06/2000,168.7899932861328,170.67999267578125,168.5800018310547,169.64999389648438,47691715
14/06/2000,169.0800018310547,169.33999633789062,168.22999572753906,168.83999633789062,49329481
15/06/2000,171.19000244140625,171.25,169.47500610351562,170.02999877929688,46240500
16/06/2000,171.75,172.22999572753906,170.50999450683594,171.47999572753906,65672690
19/06/2000,170.41000366210938,173.60000610351562,170.11000061035156,173.30999755859375,60273265
20/06/2000,170,171.4199981689453,169.5800018310547,169.7100067138672,57388449
21/06/2000,170.56500244140625,171.94000244140625,169.4499969482422,170.85000610351562,54288328
22/06/2000,171.75999450683594,173.0500030517578,170.05999755859375,172.27999877929688,71160138
23/06/2000,177.0500030517578,177.49000549316406,170.83999633789062,171.3699951171875,106181270
26/06/2000,175.5,178.6699981689453,175.10000610351562,178.6699981689453,18179988
27/06/2000,174.33999633789062,176.60499572753906,173.02999877929688,176.0800018310547,55215244
28/06/2000,175.57000732421875,177.7100067138672,173.52000427246094,173.72000122070312,75604184
29/06/2000,171,172.6199951171875,170.2899932861328,172.6199951171875,57288106
30/06/2000,173,174.3000030517578,172.06500244140625,173,25747606
03/07/2000,172.80999755859375,173.17999267578125,170.75999450683594,171.1300048828125,19518504
05/07/2000,173.1300048828125,174.02499389648438,171.02000427246094,173.22999572753906,19976290
06/07/2000,173,174.3699951171875,172.0500030517578,172.75,20564060
07/07/2000,169,173.69000244140625,168.94000244140625,170.72999572753906,26920594
10/07/2000,169.08999633789062,170.72999572753906,168.4949951171875,169,21060212
11/07/2000,171.05999755859375,171.24000549316406,168.67999267578125,169.1199951171875,68587707
12/07/2000,170.75999450683594,172.0399932861328,169.6199951171875,170.1199951171875,95132355
13/07/2000,176.14999389648438,176.89999389648438,173.7899932861328,175.10000610351562,81510101
14/07/2000,179.5500030517578,180.52999877929688,177.3800048828125,179.66000366210938,73563082
17/07/2000,181.27000427246094,182.57000732421875,179.52999877929688,180.75,136682597
18/07/2000,182.50999450683594,183.1199951171875,180.1300048828125,181.4199981689453,48953939
19/07/2000,181.10000610351562,183.92300415039062,179.55999755859375,182.6300048828125,54318851
20/07/2000,182.24000549316406,182.75999450683594,180.64999389648438,181.16000366210938,40867421
21/07/2000,185.00999450683594,185.0399932861328,182.22999572753906,182.52000427246094,45119677
24/07/2000,183.47999572753906,184.9550018310547,182.4600067138672,184.3699951171875,52292208
25/07/2000,181.94000244140625,182.88900756835938,180.66000366210938,182.32000732421875,41529674
26/07/2000,181.7899932861328,182.42999267578125,180,181.55999755859375,53665553
27/07/2000,183.4199981689453,184.85000610351562,181.6649932861328,182.30999755859375,49752465
28/07/2000,183.5500030517578,184.49000549316406,181.35000610351562,183.86000061035156,65434496
31/07/2000,185.32000732421875,185.52999877929688,182.44000244140625,184.14999389648438,54630517
01/08/2000,185.77000427246094,186.2100067138672,183.51300048828125,185.0399932861328,56529529
02/08/2000,188.4149932861328,188.6699981689453,186.7899932861328,187.14999389648438,41781934
